barcode,consensus,nReads
F6,NA%Endomyxa%NA%Vampyrellida%Leptophryidae%Vernalophrys%Vernalophrys algivore,2
F6,NA%Euglenozoa%Euglenida%Euglenales%NA%NA%NA,15
F6,NA%Euglenozoa%Euglenida%Euglenales%Phacaceae%Phacus%Phacus mariae,2
F6,NA%Euglenozoa%Euglenida%NA%NA%NA%NA,143
F6,NA%Euglenozoa%Kinetoplastea%NA%NA%NA%NA,33
F6,NA%Euglenozoa%Kinetoplastea%Neobodonida%NA%Neobodo%Neobodo designis,1
F6,NA%Haptophyta%NA%Prymnesiales%NA%Chrysocampanula%Chrysocampanula spinifera,4
F6,NA%NA%Chrysophyceae%Chromulinales%Dinobryaceae%Dinobryon%Dinobryon sertularia,2
F6,NA%NA%Chrysophyceae%Chromulinales%NA%NA%NA,1
F6,NA%NA%Chrysophyceae%Chromulinales%Paraphysomonadaceae%Paraphysomonas%NA,1
F6,NA%NA%Chrysophyceae%Hydrurales%Hydruraceae%Chrysonebula%Chrysonebula flava,1
F6,NA%NA%Chrysophyceae%NA%NA%NA%NA,36
F6,NA%NA%Cryptophyceae%Cryptomonadales%Cryptomonadaceae%Cryptomonas%Cryptomonas pyrenoidifera,34
F6,NA%NA%Cryptophyceae%NA%NA%NA%NA,1
F6,NA%NA%Cryptophyceae%Pyrenomonadales%Geminigeraceae%Geminigera%Geminigera cryophila,9
F6,NA%NA%Cryptophyceae%Pyrenomonadales%NA%NA%NA,4
F6,NA%NA%Dinophyceae%Gonyaulacales%Ceratiaceae%Ceratium%Ceratium hirundinella,1
F6,NA%NA%Dinophyceae%NA%NA%NA%NA,1
F6,NA%NA%Ichthyosporea%Ichthyophonida%NA%Anurofeca%Anurofeca richardsi,1
F6,NA%Tubulinea%Elardia%Euamoebida%Amoebidae%Chaos%Chaos carolinense,1
F6,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%Chlamydomonadaceae%Carteria%Carteria radiosa,13
F6,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%Chlamydomonadaceae%Chlamydomonas%Chlamydomonas noctigama,221
F6,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%NA%Coleochlamys%Coleochlamys oleifera,202
F6,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%NA%NA%NA,36645
F6,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%Volvocaceae%Hamakko%Hamakko caudatus,2
F6,Viridiplantae%Chlorophyta%Chlorophyceae%NA%NA%NA%NA,350
F6,Viridiplantae%Chlorophyta%Chlorophyceae%Sphaeropleales%Selenastraceae%Kirchneriella%Kirchneriella obesa,2
F6,Viridiplantae%Chlorophyta%NA%NA%NA%NA%NA,1729
F6,Viridiplantae%Chlorophyta%Ulvophyceae%NA%NA%NA%NA,2
F6,Viridiplantae%NA%NA%NA%NA%NA%NA,85
F6,Viridiplantae%Streptophyta%Magnoliopsida%Cucurbitales%Cucurbitaceae%Cephalopentandra%Cephalopentandra ecirrhosa,13
F6,Viridiplantae%Streptophyta%NA%NA%NA%NA%NA,22
F6,Viridiplantae%Streptophyta%Pinopsida%NA%NA%NA%NA,2
F6,Viridiplantae%Streptophyta%Pinopsida%Pinales%Pinaceae%Pinus%Pinus elliottii,1
F7,Fungi%Ascomycota%NA%NA%NA%NA%NA,52
F7,Fungi%Ascomycota%Saccharomycetes%Saccharomycetales%NA%NA%NA,1
F7,Fungi%Basidiomycota%NA%NA%NA%NA%NA,6
F7,Fungi%NA%NA%NA%NA%NA%NA,201
F7,Fungi%Zoopagomycota%Entomophthoromycetes%Entomophthorales%Entomophthoraceae%Furia%Furia neopyralidarum,2
F7,Metazoa%Annelida%Clitellata%NA%NA%NA%NA,50
F7,Metazoa%Annelida%Clitellata%Tubificida%Naididae%NA%NA,46
F7,Metazoa%Arthropoda%Arachnida%Trombidiformes%Demodicidae%Demodex%Demodex folliculorum,5
F7,Metazoa%Arthropoda%Branchiopoda%Diplostraca%Chydoridae%NA%NA,1
F7,Metazoa%Arthropoda%Branchiopoda%Diplostraca%NA%NA%NA,223
F7,Metazoa%Arthropoda%NA%NA%NA%NA%NA,147
F7,Metazoa%Arthropoda%Ostracoda%Podocopida%Cyprididae%Cypridopsis%NA,13
F7,Metazoa%Chordata%NA%NA%NA%NA%NA,1
F7,Metazoa%Cnidaria%Anthozoa%NA%NA%NA%NA,1
F7,Metazoa%Gastrotricha%NA%Chaetonotida%NA%NA%NA,3
F7,Metazoa%NA%NA%NA%NA%NA%NA,633
F7,Metazoa%Nematoda%Enoplea%Triplonchida%Tobrilidae%Eutobrilus%Eutobrilus nothus,2
F7,Metazoa%Nematoda%Enoplea%Triplonchida%Tobrilidae%NA%NA,81
F7,Metazoa%Platyhelminthes%Catenulida%NA%Stenostomidae%Stenostomum%NA,1893
F7,Metazoa%Platyhelminthes%Catenulida%NA%Stenostomidae%Stenostomum%Stenostomum bryophilum,6
F7,Metazoa%Rotifera%Eurotatoria%NA%NA%NA%NA,16
F7,Metazoa%Rotifera%Eurotatoria%Ploima%Proalidae%Proales%Proales similis,363
F7,NA%Apicomplexa%Conoidasida%Eucoccidiorida%Cryptosporidiidae%Cryptosporidium%Cryptosporidium baileyi,4
F7,NA%Apicomplexa%Conoidasida%Eugregarinorida%Gregarinidae%Amoebogregarina%Amoebogregarina nigra,1
F7,NA%Apicomplexa%Conoidasida%Eugregarinorida%Gregarinidae%Gregarina%Gregarina blattarum,6
F7,NA%Bacillariophyta%Bacillariophyceae%Cocconeidales%Achnanthidiaceae%Lemnicola%Lemnicola hungarica,449
F7,NA%Bacillariophyta%Bacillariophyceae%NA%NA%NA%NA,202
F7,NA%Bacillariophyta%Bacillariophyceae%Naviculales%NA%NA%NA,79
F7,NA%Bacillariophyta%Bacillariophyceae%Naviculales%Naviculaceae%NA%NA,377
F7,NA%Bacillariophyta%Bacillariophyceae%Naviculales%Naviculaceae%Navicula%NA,159
F7,NA%Bacillariophyta%Coscinodiscophyceae%NA%NA%NA%NA,39
F7,NA%Bacillariophyta%Coscinodiscophyceae%Thalassiosirales%Thalassiosiraceae%Stephanocyclus%Stephanocyclus meneghinianus,2
F7,NA%Bacillariophyta%NA%NA%NA%NA%NA,127
F7,NA%Ciliophora%Litostomatea%Haptorida%NA%NA%NA,5
F7,NA%Ciliophora%NA%NA%NA%NA%NA,14
F7,NA%Ciliophora%Oligohymenophorea%Peniculida%NA%NA%NA,5
F7,NA%Ciliophora%Oligohymenophorea%Peniculida%Parameciidae%Paramecium%Paramecium bursaria,4
F7,NA%Ciliophora%Phyllopharyngea%Chlamydodontida%Chilodonellidae%Chilodonella%Chilodonella uncinata,29
F7,NA%Ciliophora%Prostomatea%Prorodontida%Colepidae%Coleps%Coleps spetai,3
F7,NA%Ciliophora%Spirotrichea%Euplotida%Euplotidae%Euplotes%Euplotes eurystomus,1
F7,NA%Ciliophora%Spirotrichea%NA%NA%NA%NA,539
F7,NA%Ciliophora%Spirotrichea%NA%Strombidiidae%Limnostrombidium%Limnostrombidium viride,5
F7,NA%Ciliophora%Spirotrichea%NA%Strombidiidae%NA%NA,2
F7,NA%Ciliophora%Spirotrichea%Sporadotrichida%Gonostomatidae%Gonostomum%Gonostomum strenuum,1
F7,NA%Ciliophora%Spirotrichea%Sporadotrichida%Oxytrichidae%Cyrtohymena%Cyrtohymena citrina,3
F7,NA%Ciliophora%Spirotrichea%Sporadotrichida%Oxytrichidae%NA%NA,1
F7,NA%Ciliophora%Spirotrichea%Sporadotrichida%Oxytrichidae%Oxytricha%Oxytricha paragranulifera,7
F7,NA%Ciliophora%Spirotrichea%Stichotrichida%NA%NA%NA,22
F7,NA%Endomyxa%NA%Vampyrellida%Leptophryidae%Arachnula%Arachnula impatiens,6
F7,NA%Euglenozoa%Euglenida%Euglenales%NA%NA%NA,5
F7,NA%Euglenozoa%Euglenida%Euglenales%Phacaceae%Phacus%Phacus platyaulax,5
F7,NA%Euglenozoa%Euglenida%Petalomonadida%Scytomonadidae%NA%NA,42
F7,NA%Euglenozoa%Euglenida%Petalomonadida%Scytomonadidae%Petalomonas%Petalomonas sphagnophila,21
F7,NA%NA%Bigyra%Bicosoecida%Bicosoecidae%Bicosoeca%Bicosoeca petiolata,6
F7,NA%NA%Bigyra%Bicosoecida%NA%NA%NA,2
F7,NA%NA%Bigyra%Bicosoecida%Siluaniidae%Filos%Filos agilis,23
F7,NA%NA%Bigyra%Bicosoecida%Siluaniidae%NA%NA,53
F7,NA%NA%Bigyra%Bicosoecida%Siluaniidae%Paramonas%Paramonas globosa,2
F7,NA%NA%Bigyra%NA%NA%NA%NA,1
F7,NA%NA%Chrysophyceae%Chromulinales%Chromulinaceae%Ochromonas%Ochromonas tuberculata,9
F7,NA%NA%Chrysophyceae%Chromulinales%NA%NA%NA,5
F7,NA%NA%Cryptophyceae%Cryptomonadales%Cryptomonadaceae%Cryptomonas%Cryptomonas pyrenoidifera,20203
F7,NA%NA%Cryptophyceae%Cryptomonadales%Cryptomonadaceae%Cryptomonas%NA,12
F7,NA%NA%Cryptophyceae%NA%NA%NA%NA,22
F7,NA%NA%Cryptophyceae%Pyrenomonadales%Chroomonadaceae%Komma%Komma caudata,51
F7,NA%NA%Cryptophyceae%Pyrenomonadales%NA%NA%NA,1584
F7,NA%NA%Cryptophyceae%Pyrenomonadales%Pyrenomonadaceae%Rhodomonas%Rhodomonas maculata,1
F7,NA%NA%Dinophyceae%Gonyaulacales%Ceratiaceae%Ceratium%Ceratium hirundinella,1
F7,NA%NA%Dinophyceae%NA%NA%NA%NA,8
F7,NA%NA%Eustigmatophyceae%Eustigmatales%Chlorobotryaceae%NA%NA,2
F7,NA%NA%Eustigmatophyceae%Eustigmatales%Monodopsidaceae%Nannochloropsis%NA,1
F7,NA%NA%Ichthyosporea%Ichthyophonida%NA%Anurofeca%Anurofeca richardsi,6
F7,NA%NA%NA%NA%Alphamonaceae%Alphamonas%Alphamonas edax,189
F7,NA%NA%NA%Rotosphaerida%Nucleariidae%Nuclearia%NA,88
F7,NA%NA%Synurophyceae%Synurales%Synuraceae%Chrysosphaerella%Chrysosphaerella rotundata,21
F7,NA%Oomycota%NA%NA%NA%NA%NA,16
F7,NA%Rhodophyta%Stylonematophyceae%Stylonematales%Stylonemataceae%Stylonema%Stylonema alsidii,2
F7,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%Chlamydomonadaceae%NA%NA,30
F7,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%Chlorococcaceae%Chlorococcum%Chlorococcum elkhartiense,31
F7,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%NA%NA%NA,42
F7,Viridiplantae%Chlorophyta%Chlorophyceae%NA%NA%NA%NA,37
F7,Viridiplantae%Chlorophyta%Chlorophyceae%Sphaeropleales%NA%NA%NA,6
F7,Viridiplantae%Chlorophyta%Chlorophyceae%Sphaeropleales%Neochloridaceae%Characiopodium%Characiopodium hindakii,3
F7,Viridiplantae%Chlorophyta%Chlorophyceae%Sphaeropleales%Scenedesmaceae%Desmodesmus%Desmodesmus baconii,2
F7,Viridiplantae%Chlorophyta%Chlorophyceae%Sphaeropleales%Scenedesmaceae%Tetradesmus%Tetradesmus distendus,18
F7,Viridiplantae%Chlorophyta%Chlorophyceae%Sphaeropleales%Selenastraceae%Kirchneriella%Kirchneriella obesa,1
F7,Viridiplantae%Chlorophyta%NA%NA%NA%NA%NA,367
F7,Viridiplantae%Chlorophyta%Trebouxiophyceae%Chlorellales%Chlorellaceae%Chlorella%Chlorella sorokiniana,100
F7,Viridiplantae%Chlorophyta%Trebouxiophyceae%NA%NA%NA%NA,235
F7,Viridiplantae%Chlorophyta%Ulvophyceae%NA%NA%NA%NA,36
F7,Viridiplantae%Chlorophyta%Ulvophyceae%Scotinosphaerales%Scotinosphaeraceae%Scotinosphaera%Scotinosphaera lemnae,24
F7,Viridiplantae%Chlorophyta%Ulvophyceae%Ulotrichales%NA%NA%NA,18
F7,Viridiplantae%NA%NA%NA%NA%NA%NA,134
F7,Viridiplantae%Streptophyta%Magnoliopsida%NA%NA%NA%NA,25
F7,Viridiplantae%Streptophyta%NA%NA%NA%NA%NA,30
F7,Viridiplantae%Streptophyta%Polypodiopsida%Salviniales%Marsileaceae%Marsilea%Marsilea schelpeana,2
F8,Metazoa%Annelida%Clitellata%NA%NA%NA%NA,1
F8,Metazoa%NA%NA%NA%NA%NA%NA,1
F8,NA%Bacillariophyta%Bacillariophyceae%Naviculales%Naviculaceae%NA%NA,1
F8,NA%Bacillariophyta%Coscinodiscophyceae%Thalassiosirales%NA%NA%NA,5
F8,NA%Bacillariophyta%NA%NA%NA%NA%NA,1
F8,NA%Ciliophora%NA%NA%NA%NA%NA,2
F8,NA%Ciliophora%Spirotrichea%Euplotida%Euplotidae%Euplotes%Euplotes eurystomus,4
F8,NA%Ciliophora%Spirotrichea%Euplotida%Euplotidae%Euplotes%NA,6
F8,NA%Ciliophora%Spirotrichea%NA%NA%NA%NA,6145
F8,NA%Ciliophora%Spirotrichea%Sporadotrichida%Oxytrichidae%Oxytricha%Oxytricha paragranulifera,1
F8,NA%Ciliophora%Spirotrichea%Urostylida%Urostylidae%Uroleptus%Uroleptus stueberi,46
F8,NA%NA%Bigyra%Bicosoecida%NA%NA%NA,1
F8,NA%NA%Bigyra%Bicosoecida%Siluaniidae%Filos%Filos agilis,16
F8,NA%NA%Bigyra%Bicosoecida%Siluaniidae%Nerada%Nerada mexicana,16
F8,NA%NA%Chrysophyceae%Chromulinales%Chromulinaceae%Ochromonas%Ochromonas tuberculata,2
F8,NA%NA%Chrysophyceae%Chromulinales%NA%NA%NA,2
F8,NA%NA%Chrysophyceae%Chromulinales%Paraphysomonadaceae%Paraphysomonas%Paraphysomonas imperforata,2
F8,NA%NA%Cryptophyceae%Cryptomonadales%Cryptomonadaceae%Cryptomonas%Cryptomonas pyrenoidifera,3
F8,NA%NA%Cryptophyceae%NA%NA%NA%NA,1
F8,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%NA%NA%NA,4
F8,Viridiplantae%Chlorophyta%NA%NA%NA%NA%NA,5
G6,Fungi%Basidiomycota%Tremellomycetes%Tremellales%Cuniculitremaceae%Kockovaella%NA,1
G6,Fungi%Chytridiomycota%Chytridiomycetes%Chytridiales%Chytriomycetaceae%Entophlyctis%Entophlyctis helioformis,2
G6,Fungi%Chytridiomycota%Chytridiomycetes%Rhizophydiales%Rhizophydiaceae%Rhizophydium%Rhizophydium planktonicum,3
G6,Fungi%NA%NA%NA%NA%NA%NA,40
G6,Metazoa%Arthropoda%Branchiopoda%Diplostraca%Chydoridae%Chydorus%Chydorus sphaericus,2
G6,Metazoa%Cnidaria%Anthozoa%Scleractinia%Mussidae%Mycetophyllia%Mycetophyllia danaana,4
G6,Metazoa%Gastrotricha%NA%Chaetonotida%NA%NA%NA,1
G6,Metazoa%NA%NA%NA%NA%NA%NA,19
G6,Metazoa%Platyhelminthes%Catenulida%NA%Stenostomidae%Stenostomum%NA,5
G6,Metazoa%Rotifera%Eurotatoria%Ploima%Proalidae%Proales%Proales similis,1
G6,NA%Apicomplexa%Conoidasida%Archigregarinorida%Selenidiidae%Selenidium%Selenidium terebellae,4
G6,NA%Bacillariophyta%Bacillariophyceae%NA%NA%NA%NA,3
G6,NA%Bacillariophyta%Bacillariophyceae%Naviculales%Naviculaceae%NA%NA,9
G6,NA%Bacillariophyta%Bacillariophyceae%Naviculales%Naviculaceae%Navicula%NA,1
G6,NA%Bacillariophyta%Coscinodiscophyceae%NA%NA%NA%NA,1
G6,NA%Bacillariophyta%Fragilariophyceae%Licmophorales%Ulnariaceae%Ulnaria%NA,2
G6,NA%Bacillariophyta%Fragilariophyceae%Licmophorales%Ulnariaceae%Ulnaria%Ulnaria acus,27
G6,NA%Bacillariophyta%NA%NA%NA%NA%NA,108
G6,NA%Cercozoa%NA%Cercomonadida%Cercomonadidae%NA%NA,3
G6,NA%Cercozoa%Thecofilosea%Cryomonadida%Protaspidae%Cryothecomonas%NA,1
G6,NA%Cercozoa%Thecofilosea%Cryomonadida%Rhogostomidae%Sacciforma%Sacciforma sacciformis,30
G6,NA%Ciliophora%NA%NA%NA%NA%NA,19
G6,NA%Ciliophora%Oligohymenophorea%Sessilida%NA%NA%NA,1
G6,NA%Ciliophora%Prostomatea%Prorodontida%Colepidae%NA%NA,1
G6,NA%Ciliophora%Spirotrichea%Choreotrichida%NA%NA%NA,7
G6,NA%Ciliophora%Spirotrichea%NA%NA%NA%NA,288
G6,NA%Ciliophora%Spirotrichea%NA%Strombidiidae%Limnostrombidium%Limnostrombidium viride,629
G6,NA%Ciliophora%Spirotrichea%NA%Strombidiidae%NA%NA,547
G6,NA%Ciliophora%Spirotrichea%NA%Strombidiidae%Novistrombidium%Novistrombidium orientale,1
G6,NA%Ciliophora%Spirotrichea%Sporadotrichida%Oxytrichidae%Oxytricha%Oxytricha paragranulifera,1
G6,NA%Ciliophora%Spirotrichea%Stichotrichida%Parabirojimidae%Parabirojimia%Parabirojimia similis,8
G6,NA%Ciliophora%Spirotrichea%Stichotrichida%Spirofilidae%Strongylidium%Strongylidium orientale,2
G6,NA%Endomyxa%NA%Vampyrellida%Leptophryidae%Arachnula%Arachnula impatiens,27
G6,NA%Endomyxa%NA%Vampyrellida%Leptophryidae%Vernalophrys%Vernalophrys algivore,136
G6,NA%Euglenozoa%Euglenida%Euglenales%Phacaceae%Phacus%Phacus mariae,32
G6,NA%NA%Bigyra%Bicosoecida%Bicosoecidae%Bicosoeca%Bicosoeca petiolata,2
G6,NA%NA%Bigyra%Bicosoecida%Siluaniidae%Nerada%Nerada mexicana,20
G6,NA%NA%Choanoflagellata%Acanthoecida%Stephanoecidae%Stephanoeca%Stephanoeca diplocostata,2
G6,NA%NA%Choanoflagellata%Craspedida%Salpingoecidae%Codosiga%Codosiga hollandica,7
G6,NA%NA%Choanoflagellata%Craspedida%Salpingoecidae%Monosiga%Monosiga ovata,2
G6,NA%NA%Chrysophyceae%Chromulinales%Chromulinaceae%Ochromonas%Ochromonas tuberculata,169
G6,NA%NA%Chrysophyceae%Chromulinales%Chrysolepidomonadaceae%Chrysolepidomonas%Chrysolepidomonas dendrolepidota,2
G6,NA%NA%Chrysophyceae%Chromulinales%NA%NA%NA,2
G6,NA%NA%Chrysophyceae%Chromulinales%Paraphysomonadaceae%Paraphysomonas%NA,1
G6,NA%NA%Chrysophyceae%Chromulinales%Paraphysomonadaceae%Paraphysomonas%Paraphysomonas bandaiensis,17
G6,NA%NA%Chrysophyceae%Chromulinales%Paraphysomonadaceae%Paraphysomonas%Paraphysomonas imperforata,1
G6,NA%NA%Chrysophyceae%NA%NA%NA%NA,9
G6,NA%NA%Cryptophyceae%Cryptomonadales%Cryptomonadaceae%Cryptomonas%Cryptomonas pyrenoidifera,146
G6,NA%NA%Cryptophyceae%NA%NA%NA%NA,273
G6,NA%NA%Cryptophyceae%NA%NA%Urgorri%Urgorri complanatus,310
G6,NA%NA%Cryptophyceae%Pyrenomonadales%Geminigeraceae%Geminigera%Geminigera cryophila,3
G6,NA%NA%Cryptophyceae%Pyrenomonadales%Geminigeraceae%Teleaulax%Teleaulax amphioxeia,16
G6,NA%NA%Cryptophyceae%Pyrenomonadales%NA%NA%NA,13
G6,NA%NA%Cryptophyceae%Pyrenomonadales%Pyrenomonadaceae%Rhodomonas%Rhodomonas maculata,4
G6,NA%NA%Dinophyceae%Gonyaulacales%Ceratiaceae%Ceratium%Ceratium hirundinella,1
G6,NA%NA%Dinophyceae%Gonyaulacales%Ceratiaceae%Ceratium%NA,5
G6,NA%NA%Dinophyceae%NA%NA%NA%NA,216
G6,NA%NA%NA%NA%Alphamonaceae%Alphamonas%Alphamonas edax,2
G6,NA%Oomycota%NA%NA%NA%NA%NA,5
G6,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%Chlamydomonadaceae%Carteria%Carteria radiosa,1
G6,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%NA%NA%NA,66
G6,Viridiplantae%Chlorophyta%Chlorophyceae%NA%NA%NA%NA,3
G6,Viridiplantae%Chlorophyta%Chlorophyceae%Sphaeropleales%Neochloridaceae%Neochloris%Neochloris aquatica,130
G6,Viridiplantae%Chlorophyta%Chlorophyceae%Sphaeropleales%Selenastraceae%Kirchneriella%Kirchneriella obesa,1
G6,Viridiplantae%Chlorophyta%NA%NA%NA%NA%NA,283
G6,Viridiplantae%Chlorophyta%Ulvophyceae%NA%NA%NA%NA,578
G6,Viridiplantae%Chlorophyta%Ulvophyceae%Ulotrichales%NA%NA%NA,75
G6,Viridiplantae%Chlorophyta%Ulvophyceae%Ulotrichales%Ulotrichaceae%Ulothrix%Ulothrix zonata,112
G6,Viridiplantae%NA%NA%NA%NA%NA%NA,27
G6,Viridiplantae%Streptophyta%Bryopsida%Hypnales%Fontinalaceae%Fontinalis%Fontinalis antipyretica,9
G6,Viridiplantae%Streptophyta%Klebsormidiophyceae%Klebsormidiales%NA%Streptofilum%Streptofilum capillatum,4
G6,Viridiplantae%Streptophyta%Marchantiopsida%Marchantiales%Aytoniaceae%Reboulia%Reboulia hemisphaerica,1
G6,Viridiplantae%Streptophyta%NA%NA%NA%NA%NA,2
G6,Viridiplantae%Streptophyta%Pinopsida%Pinales%Pinaceae%Pinus%Pinus elliottii,6
G6,Viridiplantae%Streptophyta%Zygnemophyceae%Zygnematales%Mesotaeniaceae%Tortitaenia%Tortitaenia obscura,1
G7,Fungi%Ascomycota%NA%NA%NA%NA%NA,12
G7,Fungi%Ascomycota%Saccharomycetes%Saccharomycetales%NA%NA%NA,3
G7,Fungi%Basidiomycota%NA%NA%NA%NA%NA,2
G7,Fungi%NA%NA%NA%NA%NA%NA,138
G7,Metazoa%Annelida%Clitellata%NA%NA%NA%NA,22
G7,Metazoa%Annelida%Clitellata%Tubificida%Naididae%Dero%Dero digitata,3
G7,Metazoa%Annelida%Clitellata%Tubificida%Naididae%NA%NA,18
G7,Metazoa%Arthropoda%Arachnida%Trombidiformes%Demodicidae%Demodex%Demodex folliculorum,1
G7,Metazoa%Arthropoda%Branchiopoda%Diplostraca%NA%NA%NA,119
G7,Metazoa%Arthropoda%Malacostraca%Mysida%Mysidae%Archaeomysis%Archaeomysis japonica,1
G7,Metazoa%Arthropoda%NA%NA%NA%NA%NA,80
G7,Metazoa%Arthropoda%Ostracoda%Podocopida%Cyprididae%Cypridopsis%NA,1
G7,Metazoa%Cnidaria%Anthozoa%NA%NA%NA%NA,1
G7,Metazoa%Gastrotricha%NA%Chaetonotida%NA%NA%NA,1
G7,Metazoa%NA%NA%NA%NA%NA%NA,404
G7,Metazoa%Nematoda%Enoplea%Triplonchida%Tobrilidae%NA%NA,43
G7,Metazoa%Platyhelminthes%Catenulida%NA%Stenostomidae%Stenostomum%NA,1363
G7,Metazoa%Platyhelminthes%Catenulida%NA%Stenostomidae%Stenostomum%Stenostomum bryophilum,10
G7,Metazoa%Rotifera%Eurotatoria%NA%NA%NA%NA,16
G7,Metazoa%Rotifera%Eurotatoria%Ploima%Proalidae%Proales%Proales similis,242
G7,NA%Apicomplexa%Conoidasida%Eugregarinorida%Gregarinidae%Gregarina%Gregarina blattarum,3
G7,NA%Bacillariophyta%Bacillariophyceae%Cocconeidales%Achnanthidiaceae%Lemnicola%Lemnicola hungarica,369
G7,NA%Bacillariophyta%Bacillariophyceae%NA%NA%NA%NA,108
G7,NA%Bacillariophyta%Bacillariophyceae%Naviculales%Amphipleuraceae%Frustulia%Frustulia crassinervia,1
G7,NA%Bacillariophyta%Bacillariophyceae%Naviculales%NA%NA%NA,11
G7,NA%Bacillariophyta%Bacillariophyceae%Naviculales%Naviculaceae%NA%NA,34
G7,NA%Bacillariophyta%Bacillariophyceae%Naviculales%Naviculaceae%Navicula%NA,112
G7,NA%Bacillariophyta%Coscinodiscophyceae%NA%NA%NA%NA,30
G7,NA%Bacillariophyta%NA%NA%NA%NA%NA,56
G7,NA%Ciliophora%Litostomatea%Haptorida%NA%NA%NA,1
G7,NA%Ciliophora%NA%NA%NA%NA%NA,11
G7,NA%Ciliophora%Oligohymenophorea%Peniculida%Parameciidae%Paramecium%Paramecium bursaria,1
G7,NA%Ciliophora%Phyllopharyngea%Chlamydodontida%Chilodonellidae%Chilodonella%Chilodonella uncinata,11
G7,NA%Ciliophora%Spirotrichea%NA%NA%NA%NA,183
G7,NA%Ciliophora%Spirotrichea%NA%Strombidiidae%NA%NA,2
G7,NA%Ciliophora%Spirotrichea%Sporadotrichida%Oxytrichidae%Cyrtohymena%Cyrtohymena citrina,1
G7,NA%Ciliophora%Spirotrichea%Sporadotrichida%Oxytrichidae%NA%NA,1
G7,NA%Ciliophora%Spirotrichea%Sporadotrichida%Oxytrichidae%Oxytricha%Oxytricha paragranulifera,3
G7,NA%Ciliophora%Spirotrichea%Stichotrichida%NA%NA%NA,12
G7,NA%Endomyxa%NA%Vampyrellida%Leptophryidae%Arachnula%Arachnula impatiens,6
G7,NA%Euglenozoa%Euglenida%Euglenales%NA%NA%NA,1
G7,NA%Euglenozoa%Euglenida%Euglenales%Phacaceae%Phacus%Phacus mariae,1
G7,NA%Euglenozoa%Euglenida%Euglenales%Phacaceae%Phacus%Phacus platyaulax,3
G7,NA%Euglenozoa%Euglenida%Petalomonadida%Scytomonadidae%NA%NA,1
G7,NA%Euglenozoa%Euglenida%Petalomonadida%Scytomonadidae%Petalomonas%Petalomonas sphagnophila,25
G7,NA%NA%Bigyra%Bicosoecida%Bicosoecidae%Bicosoeca%Bicosoeca petiolata,4
G7,NA%NA%Bigyra%Bicosoecida%Siluaniidae%Filos%Filos agilis,1
G7,NA%NA%Bigyra%Bicosoecida%Siluaniidae%NA%NA,58
G7,NA%NA%Bigyra%Bicosoecida%Siluaniidae%Nerada%Nerada mexicana,1
G7,NA%NA%Chrysophyceae%Chromulinales%Chromulinaceae%Ochromonas%Ochromonas tuberculata,12
G7,NA%NA%Chrysophyceae%Chromulinales%NA%NA%NA,8
G7,NA%NA%Cryptophyceae%Cryptomonadales%Cryptomonadaceae%Cryptomonas%Cryptomonas pyrenoidifera,14314
G7,NA%NA%Cryptophyceae%Cryptomonadales%Cryptomonadaceae%Cryptomonas%NA,2
G7,NA%NA%Cryptophyceae%NA%NA%NA%NA,24
G7,NA%NA%Cryptophyceae%Pyrenomonadales%Chroomonadaceae%Komma%Komma caudata,6
G7,NA%NA%Cryptophyceae%Pyrenomonadales%NA%NA%NA,1199
G7,NA%NA%Cryptophyceae%Pyrenomonadales%Pyrenomonadaceae%Rhodomonas%Rhodomonas maculata,1
G7,NA%NA%Dinophyceae%NA%NA%NA%NA,4
G7,NA%NA%Eustigmatophyceae%Eustigmatales%Monodopsidaceae%Nannochloropsis%NA,1
G7,NA%NA%NA%NA%Alphamonaceae%Alphamonas%Alphamonas edax,96
G7,NA%NA%NA%Rotosphaerida%Nucleariidae%Nuclearia%NA,80
G7,NA%NA%Synurophyceae%Synurales%Synuraceae%Chrysosphaerella%Chrysosphaerella rotundata,23
G7,NA%Oomycota%NA%NA%NA%NA%NA,4
G7,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%Chlamydomonadaceae%NA%NA,1
G7,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%Chlorococcaceae%Chlorococcum%Chlorococcum elkhartiense,46
G7,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%NA%NA%NA,21
G7,Viridiplantae%Chlorophyta%Chlorophyceae%NA%NA%NA%NA,37
G7,Viridiplantae%Chlorophyta%Chlorophyceae%Sphaeropleales%NA%NA%NA,12
