Centroid,consensus,barcode,nReads
72b46fd6-34b6-467a-b632-a9212554b0ca,NA%NA%NA%NA%NA%NA%NA,G6,5
72b46fd6-34b6-467a-b632-a9212554b0ca,NA%NA%NA%NA%NA%NA%NA,H6,5
72b46fd6-34b6-467a-b632-a9212554b0ca,NA%NA%NA%NA%NA%NA%NA,unknown,1
778f55ea-75a5-4300-8fc6-cfd49e38341c,NA%NA%NA%NA%NA%NA%NA,A6,1
778f55ea-75a5-4300-8fc6-cfd49e38341c,NA%NA%NA%NA%NA%NA%NA,F7,3
778f55ea-75a5-4300-8fc6-cfd49e38341c,NA%NA%NA%NA%NA%NA%NA,H5,2
93dc1d2d-ebc0-40b1-8f66-e055f5678116,NA%NA%NA%NA%NA%NA%NA,A7,1
93dc1d2d-ebc0-40b1-8f66-e055f5678116,NA%NA%NA%NA%NA%NA%NA,B7,1
93dc1d2d-ebc0-40b1-8f66-e055f5678116,NA%NA%NA%NA%NA%NA%NA,C7,1
93dc1d2d-ebc0-40b1-8f66-e055f5678116,NA%NA%NA%NA%NA%NA%NA,D7,2
93dc1d2d-ebc0-40b1-8f66-e055f5678116,NA%NA%NA%NA%NA%NA%NA,G6,5
93dc1d2d-ebc0-40b1-8f66-e055f5678116,NA%NA%NA%NA%NA%NA%NA,H6,5
9b34a0ac-29fe-4dbb-bc0e-b985f99c7205,NA%NA%NA%NA%NA%NA%NA,D7,1
9fae6968-603f-4210-9238-a9714313131c,NA%NA%NA%NA%NA%NA%NA,B7,1
9fae6968-603f-4210-9238-a9714313131c,NA%NA%NA%NA%NA%NA%NA,G6,4
9fae6968-603f-4210-9238-a9714313131c,NA%NA%NA%NA%NA%NA%NA,H6,1
cc3c71af-1d17-4752-8eed-543e7e8d4b8d,NA%NA%NA%NA%NA%NA%NA,F7,2
cc3c71af-1d17-4752-8eed-543e7e8d4b8d,NA%NA%NA%NA%NA%NA%NA,G7,1
d9c2f107-b0bb-4fcc-9a0e-8cb66121c52b,NA%NA%NA%NA%NA%NA%NA,A7,2
d9c2f107-b0bb-4fcc-9a0e-8cb66121c52b,NA%NA%NA%NA%NA%NA%NA,B7,2
d9c2f107-b0bb-4fcc-9a0e-8cb66121c52b,NA%NA%NA%NA%NA%NA%NA,C7,2
d9c2f107-b0bb-4fcc-9a0e-8cb66121c52b,NA%NA%NA%NA%NA%NA%NA,D7,3
d9c2f107-b0bb-4fcc-9a0e-8cb66121c52b,NA%NA%NA%NA%NA%NA%NA,G6,16
d9c2f107-b0bb-4fcc-9a0e-8cb66121c52b,NA%NA%NA%NA%NA%NA%NA,H6,15
daa13696-7d7d-4de6-afbb-6c9958dbd610,NA%NA%NA%NA%NA%NA%NA,B8,1
ea9fdb35-2867-44e1-8780-905f71e3cd5d,NA%NA%NA%NA%NA%NA%NA,F7,1
ea9fdb35-2867-44e1-8780-905f71e3cd5d,NA%NA%NA%NA%NA%NA%NA,G7,1
fddf4276-f485-4752-873a-eea5f136b672,NA%NA%NA%NA%NA%NA%NA,B7,3
fddf4276-f485-4752-873a-eea5f136b672,NA%NA%NA%NA%NA%NA%NA,H6,1
007f19c9-623a-4cb2-83a2-b9d86ee1c449,NA%NA%NA%NA%NA%NA%NA,A8,1
007f19c9-623a-4cb2-83a2-b9d86ee1c449,NA%NA%NA%NA%NA%NA%NA,F7,1
007f19c9-623a-4cb2-83a2-b9d86ee1c449,NA%NA%NA%NA%NA%NA%NA,H5,1
129cfa37-c603-4036-9857-eca3f2c89bcb,NA%NA%NA%NA%NA%NA%NA,G6,1
129cfa37-c603-4036-9857-eca3f2c89bcb,NA%NA%NA%NA%NA%NA%NA,H6,1
14d21935-9da5-4f43-8b32-9c813f64af7d,NA%NA%NA%NA%NA%NA%NA,H6,2
1e9d44d2-2f61-4ce3-857c-bba421ee067f,NA%NA%NA%NA%NA%NA%NA,F7,2
20e28a88-ee8f-4235-b24f-c711badc1261,NA%NA%NA%NA%NA%NA%NA,B7,3
3e25a530-b7e9-4913-a3c4-7ea9030e135f,NA%NA%NA%NA%NA%NA%NA,C7,1
3e25a530-b7e9-4913-a3c4-7ea9030e135f,NA%NA%NA%NA%NA%NA%NA,G6,1
3e25a530-b7e9-4913-a3c4-7ea9030e135f,NA%NA%NA%NA%NA%NA%NA,H6,3
42231ed6-0407-4bc2-b396-2f02ecf2af1e,NA%NA%NA%NA%NA%NA%NA,B7,1
42231ed6-0407-4bc2-b396-2f02ecf2af1e,NA%NA%NA%NA%NA%NA%NA,G6,1
42231ed6-0407-4bc2-b396-2f02ecf2af1e,NA%NA%NA%NA%NA%NA%NA,H6,2
4b894140-fce2-4baf-9bfa-6b0852e3dda6,NA%NA%NA%NA%NA%NA%NA,C7,2
4b894140-fce2-4baf-9bfa-6b0852e3dda6,NA%NA%NA%NA%NA%NA%NA,G6,1
4b894140-fce2-4baf-9bfa-6b0852e3dda6,NA%NA%NA%NA%NA%NA%NA,H6,4
64e1ea91-1b90-4f34-83a6-dfaf576fc73b,NA%NA%NA%NA%NA%NA%NA,D7,1
64e1ea91-1b90-4f34-83a6-dfaf576fc73b,NA%NA%NA%NA%NA%NA%NA,G6,1
71b91d45-269b-4850-8979-2cf2fae0b87b,NA%NA%NA%NA%NA%NA%NA,B7,1
71b91d45-269b-4850-8979-2cf2fae0b87b,NA%NA%NA%NA%NA%NA%NA,C7,1
71b91d45-269b-4850-8979-2cf2fae0b87b,NA%NA%NA%NA%NA%NA%NA,G6,1
71b91d45-269b-4850-8979-2cf2fae0b87b,NA%NA%NA%NA%NA%NA%NA,H6,1
796c30d8-e1d4-49ab-ae1f-9ad0125c86d9,NA%NA%NA%NA%NA%NA%NA,B7,1
796c30d8-e1d4-49ab-ae1f-9ad0125c86d9,NA%NA%NA%NA%NA%NA%NA,D7,1
796c30d8-e1d4-49ab-ae1f-9ad0125c86d9,NA%NA%NA%NA%NA%NA%NA,G6,1
805fffd9-c3ab-40f1-9b9d-b8f184b41dbb,NA%NA%NA%NA%NA%NA%NA,D6,2
c04372e7-d8f7-4b26-a273-5985d8a38111,NA%NA%NA%NA%NA%NA%NA,A8,1
c04372e7-d8f7-4b26-a273-5985d8a38111,NA%NA%NA%NA%NA%NA%NA,B8,1
c04372e7-d8f7-4b26-a273-5985d8a38111,NA%NA%NA%NA%NA%NA%NA,E7,6
c04372e7-d8f7-4b26-a273-5985d8a38111,NA%NA%NA%NA%NA%NA%NA,F7,3
c04372e7-d8f7-4b26-a273-5985d8a38111,NA%NA%NA%NA%NA%NA%NA,G7,1
c4f3fd23-394e-4110-82ad-a9209cc7112a,NA%NA%NA%NA%NA%NA%NA,E6,1
d00680f3-0935-421e-a076-28cc835c8b43,NA%NA%NA%NA%NA%NA%NA,H6,1
d165fe20-f891-4c56-865c-8f9fd98005ac,NA%NA%NA%NA%NA%NA%NA,B7,1
d165fe20-f891-4c56-865c-8f9fd98005ac,NA%NA%NA%NA%NA%NA%NA,C7,1
d165fe20-f891-4c56-865c-8f9fd98005ac,NA%NA%NA%NA%NA%NA%NA,D7,1
d165fe20-f891-4c56-865c-8f9fd98005ac,NA%NA%NA%NA%NA%NA%NA,G6,3
d165fe20-f891-4c56-865c-8f9fd98005ac,NA%NA%NA%NA%NA%NA%NA,H6,4
f152b5bf-1ef9-4ad0-bfbf-56ff8a9d3b5e,NA%NA%NA%NA%NA%NA%NA,D7,1
fb111910-5d4c-4449-b838-edcb6ced8f60,NA%NA%NA%NA%NA%NA%NA,C6,1
fb111910-5d4c-4449-b838-edcb6ced8f60,NA%NA%NA%NA%NA%NA%NA,C7,1
2470b702-9090-4966-9ff5-c77922a2c429,NA%NA%NA%NA%NA%NA%NA,C7,1
422560bd-938d-4c26-90ba-2dae0ee10e4f,NA%NA%NA%NA%NA%NA%NA,A8,4
422560bd-938d-4c26-90ba-2dae0ee10e4f,NA%NA%NA%NA%NA%NA%NA,F7,2
422560bd-938d-4c26-90ba-2dae0ee10e4f,NA%NA%NA%NA%NA%NA%NA,H5,2
4ff1a2fa-0a27-4366-bdc3-dfa4281cc080,NA%NA%NA%NA%NA%NA%NA,A8,2
4ff1a2fa-0a27-4366-bdc3-dfa4281cc080,NA%NA%NA%NA%NA%NA%NA,B8,3
4ff1a2fa-0a27-4366-bdc3-dfa4281cc080,NA%NA%NA%NA%NA%NA%NA,F7,2
4ff1a2fa-0a27-4366-bdc3-dfa4281cc080,NA%NA%NA%NA%NA%NA%NA,G7,2
4ff1a2fa-0a27-4366-bdc3-dfa4281cc080,NA%NA%NA%NA%NA%NA%NA,H5,2
7c6a388a-df4a-4ab2-b3dd-9444b4a570d5,NA%NA%NA%NA%NA%NA%NA,G6,1
9fb7e546-dd15-4070-85da-7d62008128da,NA%NA%NA%NA%NA%NA%NA,B8,1
ea28651f-1f4f-4ba4-9d4b-20407b568a2f,NA%NA%NA%NA%NA%NA%NA,A6,1
ea28651f-1f4f-4ba4-9d4b-20407b568a2f,NA%NA%NA%NA%NA%NA%NA,A8,6
ea28651f-1f4f-4ba4-9d4b-20407b568a2f,NA%NA%NA%NA%NA%NA%NA,B7,1
ea28651f-1f4f-4ba4-9d4b-20407b568a2f,NA%NA%NA%NA%NA%NA%NA,B8,2
ea28651f-1f4f-4ba4-9d4b-20407b568a2f,NA%NA%NA%NA%NA%NA%NA,E7,5
ea28651f-1f4f-4ba4-9d4b-20407b568a2f,NA%NA%NA%NA%NA%NA%NA,F6,2
ea28651f-1f4f-4ba4-9d4b-20407b568a2f,NA%NA%NA%NA%NA%NA%NA,F7,1
ea28651f-1f4f-4ba4-9d4b-20407b568a2f,NA%NA%NA%NA%NA%NA%NA,G6,1
ea28651f-1f4f-4ba4-9d4b-20407b568a2f,NA%NA%NA%NA%NA%NA%NA,G7,4
ea28651f-1f4f-4ba4-9d4b-20407b568a2f,NA%NA%NA%NA%NA%NA%NA,H5,4
ea28651f-1f4f-4ba4-9d4b-20407b568a2f,NA%NA%NA%NA%NA%NA%NA,H6,3
f0f44586-c2ff-4cbf-9b74-d44484183f54,NA%NA%NA%NA%NA%NA%NA,A8,2
f0f44586-c2ff-4cbf-9b74-d44484183f54,NA%NA%NA%NA%NA%NA%NA,B8,1
57ed1144-386d-4b8d-bde7-af8f4b64e94d,NA%NA%NA%NA%NA%NA%NA,E7,1
64868a83-bfca-46f3-8fcd-c1368df9c9dd,NA%NA%NA%NA%NA%NA%NA,C7,1
77fc19bc-c1f1-4161-a77b-41735da9a63f,NA%NA%NA%NA%NA%NA%NA,H6,1
80fc3c07-56f6-4a70-9ff9-60980aa1dc9a,NA%NA%NA%NA%NA%NA%NA,H6,1
bc9e9383-8287-4705-bfdb-e0266f3b5cb3,NA%NA%NA%NA%NA%NA%NA,G6,1
be23d73c-93eb-4f47-83b4-a801bb96ad23,NA%NA%NA%NA%NA%NA%NA,A7,2
be23d73c-93eb-4f47-83b4-a801bb96ad23,NA%NA%NA%NA%NA%NA%NA,B8,1
be23d73c-93eb-4f47-83b4-a801bb96ad23,NA%NA%NA%NA%NA%NA%NA,C7,1
be23d73c-93eb-4f47-83b4-a801bb96ad23,NA%NA%NA%NA%NA%NA%NA,D7,2
be23d73c-93eb-4f47-83b4-a801bb96ad23,NA%NA%NA%NA%NA%NA%NA,E7,5
be23d73c-93eb-4f47-83b4-a801bb96ad23,NA%NA%NA%NA%NA%NA%NA,F7,4
be23d73c-93eb-4f47-83b4-a801bb96ad23,NA%NA%NA%NA%NA%NA%NA,G6,2
be23d73c-93eb-4f47-83b4-a801bb96ad23,NA%NA%NA%NA%NA%NA%NA,G7,4
be23d73c-93eb-4f47-83b4-a801bb96ad23,NA%NA%NA%NA%NA%NA%NA,H5,2
be23d73c-93eb-4f47-83b4-a801bb96ad23,NA%NA%NA%NA%NA%NA%NA,H6,3
c87a1edb-95fb-493f-b74d-7c2f5a21ed32,NA%NA%NA%NA%NA%NA%NA,F8,1
c8d78820-a92f-4725-bb8a-303449df8594,NA%NA%NA%NA%NA%NA%NA,B8,1
c8d78820-a92f-4725-bb8a-303449df8594,NA%NA%NA%NA%NA%NA%NA,H5,2
d8cec9c2-5f38-4a8d-a7bd-14de03a1e9d5,NA%NA%NA%NA%NA%NA%NA,D7,3
d8cec9c2-5f38-4a8d-a7bd-14de03a1e9d5,NA%NA%NA%NA%NA%NA%NA,G6,2
d8cec9c2-5f38-4a8d-a7bd-14de03a1e9d5,NA%NA%NA%NA%NA%NA%NA,H6,2
19822d2c-087e-4ac9-b2b5-a36ed025b51a,NA%NA%NA%NA%NA%NA%NA,E7,1
3172cd52-0d48-4926-ba4c-79dbcb9be6f4,NA%NA%NA%NA%NA%NA%NA,F7,1
80f58de2-eed0-409c-a7bc-5e588fc1e729,NA%NA%NA%NA%NA%NA%NA,A8,3
80f58de2-eed0-409c-a7bc-5e588fc1e729,NA%NA%NA%NA%NA%NA%NA,B8,7
80f58de2-eed0-409c-a7bc-5e588fc1e729,NA%NA%NA%NA%NA%NA%NA,C7,1
80f58de2-eed0-409c-a7bc-5e588fc1e729,NA%NA%NA%NA%NA%NA%NA,E7,1
80f58de2-eed0-409c-a7bc-5e588fc1e729,NA%NA%NA%NA%NA%NA%NA,F7,2
80f58de2-eed0-409c-a7bc-5e588fc1e729,NA%NA%NA%NA%NA%NA%NA,G7,1
80f58de2-eed0-409c-a7bc-5e588fc1e729,NA%NA%NA%NA%NA%NA%NA,H5,3
85654786-e488-40f7-8e46-e7ff9c2a13de,NA%NA%NA%NA%NA%NA%NA,E7,1
85654786-e488-40f7-8e46-e7ff9c2a13de,NA%NA%NA%NA%NA%NA%NA,F7,2
85654786-e488-40f7-8e46-e7ff9c2a13de,NA%NA%NA%NA%NA%NA%NA,G7,1
91fa7401-824c-4e63-a905-dfa456a07063,NA%NA%NA%NA%NA%NA%NA,D6,2
91fa7401-824c-4e63-a905-dfa456a07063,NA%NA%NA%NA%NA%NA%NA,E6,2
91fa7401-824c-4e63-a905-dfa456a07063,NA%NA%NA%NA%NA%NA%NA,F6,2
9b2981f1-6905-417a-b55f-eb62102e9ed0,NA%NA%NA%NA%NA%NA%NA,A7,1
9b2981f1-6905-417a-b55f-eb62102e9ed0,NA%NA%NA%NA%NA%NA%NA,B7,1
9b2981f1-6905-417a-b55f-eb62102e9ed0,NA%NA%NA%NA%NA%NA%NA,G6,3
9b2981f1-6905-417a-b55f-eb62102e9ed0,NA%NA%NA%NA%NA%NA%NA,H6,6
9f024bc7-8c77-4870-92e1-e7836ce8158f,NA%NA%NA%NA%NA%NA%NA,A7,1
9f024bc7-8c77-4870-92e1-e7836ce8158f,NA%NA%NA%NA%NA%NA%NA,C7,1
9f024bc7-8c77-4870-92e1-e7836ce8158f,NA%NA%NA%NA%NA%NA%NA,H6,1
be80c462-95ec-4509-a8c0-563ff93d9df2,NA%NA%NA%NA%NA%NA%NA,B7,3
be80c462-95ec-4509-a8c0-563ff93d9df2,NA%NA%NA%NA%NA%NA%NA,C7,2
be80c462-95ec-4509-a8c0-563ff93d9df2,NA%NA%NA%NA%NA%NA%NA,D7,3
be80c462-95ec-4509-a8c0-563ff93d9df2,NA%NA%NA%NA%NA%NA%NA,G6,2
be80c462-95ec-4509-a8c0-563ff93d9df2,NA%NA%NA%NA%NA%NA%NA,H6,12
e2e41aac-76c7-41cf-8c43-e59f0a0e84ce,NA%NA%NA%NA%NA%NA%NA,F7,1
edb5d884-03d9-46c6-b0cb-f6962d927ba0,NA%NA%NA%NA%NA%NA%NA,E7,1
edb5d884-03d9-46c6-b0cb-f6962d927ba0,NA%NA%NA%NA%NA%NA%NA,F7,1
edb5d884-03d9-46c6-b0cb-f6962d927ba0,NA%NA%NA%NA%NA%NA%NA,H5,1
1315223d-cfc1-4219-bd77-d332e0497a37,NA%NA%NA%NA%NA%NA%NA,H6,1
1d4810a6-7ecf-40a4-8566-00454439f11f,NA%NA%NA%NA%NA%NA%NA,A8,12
1d4810a6-7ecf-40a4-8566-00454439f11f,NA%NA%NA%NA%NA%NA%NA,B8,18
1d4810a6-7ecf-40a4-8566-00454439f11f,NA%NA%NA%NA%NA%NA%NA,F7,7
1d4810a6-7ecf-40a4-8566-00454439f11f,NA%NA%NA%NA%NA%NA%NA,G7,3
1d4810a6-7ecf-40a4-8566-00454439f11f,NA%NA%NA%NA%NA%NA%NA,H5,16
2068c335-08b4-46d1-b273-f673a5df28f9,NA%NA%NA%NA%NA%NA%NA,C7,1
6ea427cb-35d6-48ce-86ad-7056bf812b27,NA%NA%NA%NA%NA%NA%NA,C7,1
6ea427cb-35d6-48ce-86ad-7056bf812b27,NA%NA%NA%NA%NA%NA%NA,E7,1
7b7a7f4e-86f3-472c-819d-b71b422f2aa8,NA%NA%NA%NA%NA%NA%NA,A8,2
7b7a7f4e-86f3-472c-819d-b71b422f2aa8,NA%NA%NA%NA%NA%NA%NA,B8,4
7b7a7f4e-86f3-472c-819d-b71b422f2aa8,NA%NA%NA%NA%NA%NA%NA,H5,1
889e4477-fbe4-464d-8cd4-44e343be16a7,NA%NA%NA%NA%NA%NA%NA,C7,8
889e4477-fbe4-464d-8cd4-44e343be16a7,NA%NA%NA%NA%NA%NA%NA,D7,5
889e4477-fbe4-464d-8cd4-44e343be16a7,NA%NA%NA%NA%NA%NA%NA,G6,11
889e4477-fbe4-464d-8cd4-44e343be16a7,NA%NA%NA%NA%NA%NA%NA,H6,8
e420fb33-1b04-4a1d-bacc-3f7fb9b556ed,NA%NA%NA%NA%NA%NA%NA,A7,1
11a05655-183d-48be-8b59-202994483861,NA%NA%NA%NA%NA%NA%NA,A7,1
11a05655-183d-48be-8b59-202994483861,NA%NA%NA%NA%NA%NA%NA,D7,1
11a05655-183d-48be-8b59-202994483861,NA%NA%NA%NA%NA%NA%NA,H6,1
14962041-0820-4e23-bb26-af46ddb37211,NA%NA%NA%NA%NA%NA%NA,B8,2
14962041-0820-4e23-bb26-af46ddb37211,NA%NA%NA%NA%NA%NA%NA,D7,3
14962041-0820-4e23-bb26-af46ddb37211,NA%NA%NA%NA%NA%NA%NA,G6,1
14962041-0820-4e23-bb26-af46ddb37211,NA%NA%NA%NA%NA%NA%NA,H6,4
18d7008e-7678-4735-aad3-eb5c3ad712d4,NA%NA%NA%NA%NA%NA%NA,B7,2
4021e522-d94a-4b96-a017-70f65c9215d3,NA%NA%NA%NA%NA%NA%NA,F7,1
4021e522-d94a-4b96-a017-70f65c9215d3,NA%NA%NA%NA%NA%NA%NA,G7,1
4021e522-d94a-4b96-a017-70f65c9215d3,NA%NA%NA%NA%NA%NA%NA,H5,1
99f3e493-a837-4869-b089-ffc842054a5d,NA%NA%NA%NA%NA%NA%NA,A8,1
99f3e493-a837-4869-b089-ffc842054a5d,NA%NA%NA%NA%NA%NA%NA,E7,1
99f3e493-a837-4869-b089-ffc842054a5d,NA%NA%NA%NA%NA%NA%NA,F7,6
99f3e493-a837-4869-b089-ffc842054a5d,NA%NA%NA%NA%NA%NA%NA,G7,4
99f3e493-a837-4869-b089-ffc842054a5d,NA%NA%NA%NA%NA%NA%NA,H5,1
b16054e9-a90b-47c3-a3a3-e6085bae3f9c,NA%NA%NA%NA%NA%NA%NA,G6,1
b16054e9-a90b-47c3-a3a3-e6085bae3f9c,NA%NA%NA%NA%NA%NA%NA,H6,1
c0fc9b4c-998e-4ea9-a38d-899bf4f069ab,NA%NA%NA%NA%NA%NA%NA,D7,1
d5c66650-e24e-4d01-a015-51510f50916f,NA%NA%NA%NA%NA%NA%NA,A7,1
1a5d1b1b-51da-4fa1-8ab1-474e9d9ba42b,NA%NA%NA%NA%NA%NA%NA,A6,2
9be11e63-d04f-42f5-ad5f-6197f6d60fb8,NA%NA%NA%NA%NA%NA%NA,A8,1
9be11e63-d04f-42f5-ad5f-6197f6d60fb8,NA%NA%NA%NA%NA%NA%NA,B8,1
9be11e63-d04f-42f5-ad5f-6197f6d60fb8,NA%NA%NA%NA%NA%NA%NA,G6,1
9fb65b32-e6a5-46b9-9a23-bc1aaa7a8d7d,NA%NA%NA%NA%NA%NA%NA,H6,1
c7ca7e77-df2e-4c50-b648-6f98d33eac92,NA%NA%NA%NA%NA%NA%NA,A7,2
c7ca7e77-df2e-4c50-b648-6f98d33eac92,NA%NA%NA%NA%NA%NA%NA,B7,1
c7ca7e77-df2e-4c50-b648-6f98d33eac92,NA%NA%NA%NA%NA%NA%NA,D7,2
c7ca7e77-df2e-4c50-b648-6f98d33eac92,NA%NA%NA%NA%NA%NA%NA,G6,3
c7ca7e77-df2e-4c50-b648-6f98d33eac92,NA%NA%NA%NA%NA%NA%NA,H6,7
24e4b250-95bf-4e8f-abf9-2ccf7123d237,NA%NA%NA%NA%NA%NA%NA,C7,5
9a9f399e-c7b1-4185-8e76-7c615087c20b,NA%NA%NA%NA%NA%NA%NA,A6,6
9a9f399e-c7b1-4185-8e76-7c615087c20b,NA%NA%NA%NA%NA%NA%NA,D6,54
9a9f399e-c7b1-4185-8e76-7c615087c20b,NA%NA%NA%NA%NA%NA%NA,E6,47
9a9f399e-c7b1-4185-8e76-7c615087c20b,NA%NA%NA%NA%NA%NA%NA,F6,68
9a9f399e-c7b1-4185-8e76-7c615087c20b,NA%NA%NA%NA%NA%NA%NA,G7,1
0dc1c766-83cd-4487-9be3-cf2507dfb158,NA%NA%NA%NA%NA%NA%NA,D6,1
0f98e113-f271-4619-bd36-eeae7fe13645,NA%NA%NA%NA%NA%NA%NA,A8,22
0f98e113-f271-4619-bd36-eeae7fe13645,NA%NA%NA%NA%NA%NA%NA,B8,30
0f98e113-f271-4619-bd36-eeae7fe13645,NA%NA%NA%NA%NA%NA%NA,E7,2
0f98e113-f271-4619-bd36-eeae7fe13645,NA%NA%NA%NA%NA%NA%NA,F7,25
0f98e113-f271-4619-bd36-eeae7fe13645,NA%NA%NA%NA%NA%NA%NA,G7,8
0f98e113-f271-4619-bd36-eeae7fe13645,NA%NA%NA%NA%NA%NA%NA,H5,37
19ad5809-8156-4ef3-b90c-6693b090589e,NA%NA%NA%NA%NA%NA%NA,D6,1
19ad5809-8156-4ef3-b90c-6693b090589e,NA%NA%NA%NA%NA%NA%NA,E6,2
6253f0af-0ce3-4a34-9c98-e87526bf287f,NA%NA%NA%NA%NA%NA%NA,E6,1
6253f0af-0ce3-4a34-9c98-e87526bf287f,NA%NA%NA%NA%NA%NA%NA,H6,1
c1bc7681-8975-40a1-8807-75145a3b4fc0,NA%NA%NA%NA%NA%NA%NA,B7,1
0ea89dc1-cfe1-45ce-951c-f8b34495862b,NA%NA%NA%NA%NA%NA%NA,H5,1
1795baf2-a6e0-42bd-9b55-1b342949db3f,NA%NA%NA%NA%NA%NA%NA,A7,1
1795baf2-a6e0-42bd-9b55-1b342949db3f,NA%NA%NA%NA%NA%NA%NA,B7,1
8d630542-ff55-47ac-b9d5-9fecf8ffa8b1,NA%NA%NA%NA%NA%NA%NA,H6,1
91aa1855-f329-421f-95e2-09c61e6b07b6,NA%NA%NA%NA%NA%NA%NA,F6,1
91aa1855-f329-421f-95e2-09c61e6b07b6,NA%NA%NA%NA%NA%NA%NA,F7,1
97d4f40c-ec70-4633-9c54-c3a6a6af242e,NA%NA%NA%NA%NA%NA%NA,A7,1
a05151ff-eb5f-44f2-9761-ad0bbba434f1,NA%NA%NA%NA%NA%NA%NA,G6,2
a05151ff-eb5f-44f2-9761-ad0bbba434f1,NA%NA%NA%NA%NA%NA%NA,H6,3
d0c6b575-67c1-4ebb-b7e2-4c9b645d88d3,NA%NA%NA%NA%NA%NA%NA,B8,14
d0c6b575-67c1-4ebb-b7e2-4c9b645d88d3,NA%NA%NA%NA%NA%NA%NA,E7,2
d0c6b575-67c1-4ebb-b7e2-4c9b645d88d3,NA%NA%NA%NA%NA%NA%NA,F7,2
d0c6b575-67c1-4ebb-b7e2-4c9b645d88d3,NA%NA%NA%NA%NA%NA%NA,G7,1
d0c6b575-67c1-4ebb-b7e2-4c9b645d88d3,NA%NA%NA%NA%NA%NA%NA,H5,9
e26c18b6-328d-43b2-99bb-d31eb10792ef,NA%NA%NA%NA%NA%NA%NA,A8,6
e26c18b6-328d-43b2-99bb-d31eb10792ef,NA%NA%NA%NA%NA%NA%NA,B8,5
e26c18b6-328d-43b2-99bb-d31eb10792ef,NA%NA%NA%NA%NA%NA%NA,D6,1
e26c18b6-328d-43b2-99bb-d31eb10792ef,NA%NA%NA%NA%NA%NA%NA,F7,2
e26c18b6-328d-43b2-99bb-d31eb10792ef,NA%NA%NA%NA%NA%NA%NA,H5,2
16eb72f7-d7ce-4b73-8695-ea0b3767e47c,NA%NA%NA%NA%NA%NA%NA,G6,1
1fecf6ae-373b-446b-a547-387b2ce6df09,NA%NA%NA%NA%NA%NA%NA,F7,3
1fecf6ae-373b-446b-a547-387b2ce6df09,NA%NA%NA%NA%NA%NA%NA,G7,2
1fecf6ae-373b-446b-a547-387b2ce6df09,NA%NA%NA%NA%NA%NA%NA,H5,1
5aa713fc-116f-4909-bdb7-87505845ffdc,NA%NA%NA%NA%NA%NA%NA,B7,2
5aa713fc-116f-4909-bdb7-87505845ffdc,NA%NA%NA%NA%NA%NA%NA,C7,1
5aa713fc-116f-4909-bdb7-87505845ffdc,NA%NA%NA%NA%NA%NA%NA,D7,1
5aa713fc-116f-4909-bdb7-87505845ffdc,NA%NA%NA%NA%NA%NA%NA,G6,2
7d5525a0-3cfe-4b43-8988-497c2feb0beb,NA%NA%NA%NA%NA%NA%NA,D6,1
83af86f6-6e4d-4670-b303-0a7776a86c48,NA%NA%NA%NA%NA%NA%NA,A7,1
83af86f6-6e4d-4670-b303-0a7776a86c48,NA%NA%NA%NA%NA%NA%NA,B7,1
83af86f6-6e4d-4670-b303-0a7776a86c48,NA%NA%NA%NA%NA%NA%NA,G6,1
83af86f6-6e4d-4670-b303-0a7776a86c48,NA%NA%NA%NA%NA%NA%NA,H6,1
a6275a45-b36e-40a8-a108-cf1a48fd95d6,NA%NA%NA%NA%NA%NA%NA,D6,3
a6275a45-b36e-40a8-a108-cf1a48fd95d6,NA%NA%NA%NA%NA%NA%NA,G6,1
ab226fdc-0d58-426a-bda0-dc429222e638,NA%NA%NA%NA%NA%NA%NA,A8,3
ab226fdc-0d58-426a-bda0-dc429222e638,NA%NA%NA%NA%NA%NA%NA,B8,7
ab226fdc-0d58-426a-bda0-dc429222e638,NA%NA%NA%NA%NA%NA%NA,G7,2
ab226fdc-0d58-426a-bda0-dc429222e638,NA%NA%NA%NA%NA%NA%NA,H5,1
e66a5b5d-f0c9-4e98-b666-4ab906b6dd10,NA%NA%NA%NA%NA%NA%NA,G6,1
32983889-e659-4411-9428-0b11bbd3b025,NA%NA%NA%NA%NA%NA%NA,C7,12
5f264e06-498b-4529-ab3c-9d17bc9e2886,NA%NA%NA%NA%NA%NA%NA,C7,1
78116db6-2160-4699-ae92-395bdf3b6962,NA%NA%NA%NA%NA%NA%NA,G6,1
8b70fb29-b91f-4603-8bad-aeb1eac1b947,NA%NA%NA%NA%NA%NA%NA,A8,1
b6cbf0c2-d639-44b0-a89d-cd0de671ef1e,NA%NA%NA%NA%NA%NA%NA,B7,1
b6cbf0c2-d639-44b0-a89d-cd0de671ef1e,NA%NA%NA%NA%NA%NA%NA,D7,1
b6cbf0c2-d639-44b0-a89d-cd0de671ef1e,NA%NA%NA%NA%NA%NA%NA,G6,2
b6cbf0c2-d639-44b0-a89d-cd0de671ef1e,NA%NA%NA%NA%NA%NA%NA,H6,3
bdd8ce71-0dcb-4f6a-b7e8-cc5d41db9772,NA%NA%NA%NA%NA%NA%NA,A7,1
bdd8ce71-0dcb-4f6a-b7e8-cc5d41db9772,NA%NA%NA%NA%NA%NA%NA,A8,1
bdd8ce71-0dcb-4f6a-b7e8-cc5d41db9772,NA%NA%NA%NA%NA%NA%NA,B7,2
